label,feature-01,feature-02,feature-03,feature-04,feature-05,feature-06,feature-07,feature-08,feature-09,feature-10,feature-11,feature-12,feature-13,feature-14,feature-15,feature-16,feature-17,feature-18,feature-19,feature-20,feature-21,feature-22,feature-23,feature-24,feature-25,feature-26,feature-27,feature-28
0.0,1.044615984,2.249813795,0.907059908,1.258420229,-1.726877093,0.887215912,0.593122244,-0.755558074,2.173076153,0.750762582,-1.060679674,1.07072103,0.0,1.028087378,-0.368477851,-0.56991303,0.0,0.584177136,0.086152926,0.76672703,3.101961374,0.780694604,0.845714569,1.1048069,0.955977738,0.770851552,1.07053113,1.162432432
1.0,0.900221705,-0.188030124,0.445970207,0.458224416,0.965954959,0.965906501,0.25842458,-1.093172669,0.0,0.438270092,0.385695636,1.497385144,0.0,0.669995427,-0.022583324,0.058707483,0.0,0.921052635,-1.050650835,-1.007987261,3.101961374,0.851662695,1.015608788,0.993909061,0.584624469,0.574324131,0.645910501,0.612895489
0.0,0.799932718,-0.535736978,-0.011338268,1.812591314,0.832970023,0.755759537,1.213006258,1.234754682,2.173076153,1.459473372,0.714991271,-0.953403533,0.0,0.460303515,-0.273811966,1.577018023,2.548224449,0.703446627,0.495069146,-0.414229065,0.0,0.71680665,1.241099358,1.150824428,0.68320936,0.655534208,0.896700203,0.828179955
1.0,0.747592092,0.174286261,0.268969446,0.828674555,0.074737415,0.675145149,-0.036663942,1.307932258,2.173076153,0.697505414,0.774245083,-1.53542006,0.0,0.615552783,0.747487068,-0.044576019,0.0,1.175899982,-0.785812974,-1.401419878,3.101961374,0.979189873,0.974921703,1.001774549,1.047641635,0.750871778,0.949896693,0.824842274
0.0,1.641957641,0.113900192,1.451378942,0.190668434,1.181374788,0.997785807,0.909995914,-0.616964281,2.173076153,0.618689775,1.61351192,0.476498306,0.0,0.323494494,1.075176597,-1.027569652,0.0,1.014034152,-2.32653594,1.003119588,0.0,0.690625191,0.84065026,0.979292035,0.696677446,0.751006901,0.825752556,0.738898635
1.0,0.709709227,0.542446434,-1.213170528,0.525331557,-0.597529233,0.947035372,-0.705069125,-1.649211049,1.086538076,0.746607721,0.059314065,0.0820143,0.0,1.573918462,-0.581475973,0.529677749,0.0,0.926651001,0.265209913,-0.815432727,3.101961374,0.882497609,0.90080446,0.980027735,0.816445529,0.862302721,0.93175602,0.808115005
0.0,0.946706057,0.858986318,1.121236444,0.725895524,1.600931287,1.011526823,-0.244612217,0.310611069,0.0,1.022965908,0.181707144,-1.145374775,2.214872122,0.580955446,-0.860922337,-1.124648333,2.548224449,0.807381451,-0.505984366,-0.274390668,0.0,0.738645792,0.821934521,0.984054983,0.869457245,0.489546806,0.776169896,0.789516568
1.0,1.265324831,0.066175722,0.767789781,0.678854167,-0.342824996,0.83307606,-0.716951907,-1.245625854,0.0,1.046006322,0.765502691,0.934232891,2.214872122,0.352120757,-1.203175902,-0.316396177,0.0,0.892573953,0.459257752,-1.157258511,3.101961374,0.781865656,0.699528098,1.080500603,0.796481669,0.836040199,0.890459895,0.8147825
0.0,0.583432972,0.769381166,-1.01730454,0.187765062,-1.261798978,0.873566449,-0.002005896,1.416589856,2.173076153,0.552842259,1.315300226,-0.799715698,0.0,1.17420423,0.939549446,0.007117103,0.0,0.510668218,-0.536798835,-0.168957368,3.101961374,0.845330477,0.720186055,0.976061881,0.81963706,0.737000227,0.83600229,0.758977234
1.0,0.903515875,-0.877600074,0.493133426,1.070820093,-0.82470417,0.816586733,0.272287786,0.765198827,2.173076153,0.368015915,-1.084964037,-0.834670007,0.0,0.821205318,-0.473156393,1.637484193,1.274112225,0.839511275,-2.305715561,1.473685026,0.0,0.920107245,0.8405056,1.263353467,1.13218987,0.832943082,0.999750137,0.897093236
0.0,0.629734278,0.52491498,0.57636261,0.20906955,-1.243295074,0.633555532,-2.780591249,0.562851787,0.0,1.832021713,1.00543201,-1.093220711,0.0,2.236537695,0.480784208,1.309080839,2.548224449,1.22677207,1.082209468,-0.530205131,0.0,0.983754635,0.832792222,0.985450268,0.943467677,1.138960242,1.065858364,0.985834956
1.0,1.882614613,0.411934644,1.42474556,0.615119338,0.679050326,1.328396201,-0.03963463,-1.023875713,2.173076153,0.46269536,0.775216401,-0.047363855,0.0,1.497347593,-0.465874434,0.478642136,1.274112225,0.611195385,0.277702272,-0.545743227,0.0,0.341828406,0.798727691,0.993382156,0.968375206,1.766417027,1.145476222,0.907559752
0.0,1.573695183,0.933981895,-1.009536386,0.784222186,-0.604622245,1.42412591,-0.349576592,0.751339436,0.0,0.631154239,-0.455513984,0.25845018,0.0,1.474341035,1.036035895,-1.600056529,2.548224449,0.644055307,-0.390221983,-0.77436924,3.101961374,0.874483585,0.883162796,0.979105294,0.879641533,0.834728658,1.10968864,1.088898897
0.0,2.273887873,0.487904191,-0.632785618,0.585913897,-0.878822744,0.70143646,0.737695873,-0.082543612,0.0,1.307255983,0.050571702,1.059069633,2.214872122,1.267986059,0.40432331,1.479384542,0.0,0.429126799,-0.794141233,1.53306067,3.101961374,1.692670345,1.044475436,0.987748325,1.490613103,0.451803476,0.982944846,0.949105263
0.0,1.713331223,0.180130079,0.105285361,0.693123579,0.514026046,1.242193937,0.162372276,1.661069393,0.0,0.766248703,-0.236954898,-0.369165003,2.214872122,0.706875861,-0.558719814,0.765994966,1.274112225,0.651600957,1.431995273,-0.900889158,0.0,1.55615294,1.204619408,0.981415629,0.674167454,0.683357179,0.924001873,0.922366977
0.0,0.491745442,-1.210697293,0.743375838,0.734347939,1.636607051,0.563842416,-1.53983283,-0.529370129,0.0,1.503539562,-0.887775242,-0.138355792,0.0,2.142755985,0.187684134,1.643031478,2.548224449,0.986772597,-0.621746778,0.89213717,3.101961374,0.92844969,0.965021193,0.993687928,0.758567154,0.887135208,1.250914574,1.020366907
0.0,0.715016544,-1.752223969,-0.472982764,1.943809628,-0.110815406,1.193550348,-1.687377214,1.336205482,0.0,0.458162814,0.40026623,-1.391719222,0.0,1.1192348,1.016920686,1.246395826,0.0,1.742308378,1.030574441,-0.481927782,3.101961374,0.856447339,0.986096621,0.999028206,0.796399653,1.043525338,1.132002354,1.130203962
0.0,2.121807575,0.541472495,-0.231618658,1.388684988,-0.731796205,0.624394834,-0.861525476,0.978633285,0.0,1.044495463,0.246789187,-1.721288085,2.214872122,0.603259265,1.020561695,-1.685485721,2.548224449,1.059064507,0.372644126,1.143512249,0.0,0.897003472,0.929225862,1.034092546,0.895922124,0.378198057,0.877922952,0.969011843
1.0,0.629002213,0.173312292,1.372033715,1.643234253,0.921043932,0.879246116,0.153460205,-1.073215127,2.173076153,0.606099427,0.694592416,0.554729342,0.0,0.76149416,0.595475554,-0.523312449,2.548224449,0.571763396,-2.100008249,-0.982461274,0.0,1.005604029,0.992212772,1.000959039,1.290758729,0.549000978,0.900783956,1.052658081
0.0,1.522635579,-0.736374557,0.224580556,1.527994871,0.563148499,1.142708421,-0.296104193,-1.594882369,0.0,0.666029513,-1.839721441,-1.200857759,0.0,1.275889039,0.483514994,-0.135552496,2.548224449,0.736550033,-1.128936172,-0.918646395,0.0,1.018748283,0.626618505,0.992070377,0.911762059,0.632981896,0.877087176,0.888961315
1.0,1.08432889,0.3252514,-0.530688345,0.839441001,-0.334133625,1.207016587,-1.222959399,1.48145175,2.173076153,0.336917758,-0.610933781,-1.609767318,0.0,0.427989215,1.141624689,-0.475050479,0.0,0.716590643,0.45342803,0.181849703,0.0,0.804820001,1.280211449,0.976829469,0.508937836,0.800415099,0.93603915,0.82714951
0.0,1.095675468,-0.310750216,-0.619468927,0.798469245,1.568024993,1.228269577,0.066319965,-1.456288576,2.173076153,1.104803205,-0.423458636,0.249572918,0.0,0.679830194,-1.429827809,0.559078693,0.0,1.197076321,0.566691995,0.392716318,3.101961374,0.875643313,0.910760581,1.193188071,0.896582961,1.338236332,1.122329712,0.950974524
0.0,0.501078904,-0.039012905,0.424885482,3.990319252,0.101621881,1.630150437,1.173397064,-1.450744629,1.086538076,1.060233355,1.090912938,1.409167171,0.0,1.19721067,-2.378306866,1.712373376,0.0,0.907908678,2.079931736,-0.243870512,0.0,1.164001584,0.864719748,0.989812911,3.373250246,1.066738129,2.027328253,1.801070929
1.0,0.585263073,1.816397667,-1.660388827,1.2950387,0.893920779,1.214436889,0.354476869,0.445324272,1.086538076,1.306122899,0.434264302,-1.281862855,0.0,1.337356567,0.482604682,-0.264805824,2.548224449,2.101333857,-0.163694054,-0.871478856,0.0,0.791051984,1.077360272,0.986155331,1.026289463,0.958709359,0.918457627,0.795360804
1.0,0.520660877,-0.669170678,-0.066269428,0.711602032,-1.391808987,1.342320561,0.486177444,-1.604306698,0.0,1.824593425,-0.490483403,0.610767126,1.107436061,1.057240486,0.202248111,-0.704158962,0.0,0.885758579,-0.117888778,0.957061887,0.0,1.082310081,1.199738741,0.991245031,0.490122974,0.671015978,0.706251442,0.672978818
1.0,0.717212617,-1.164920688,1.667774916,0.447952718,-0.621544361,1.148846149,0.246541813,0.735816956,2.173076153,1.22705543,-0.119418688,-0.571125805,0.0,0.878633559,-0.45677191,1.491588712,1.274112225,0.868233263,0.203581005,-0.904773533,0.0,0.469031811,0.902596474,0.98417908,1.649176836,0.922863066,1.087270856,1.061703205
0.0,0.307638288,1.381033659,0.62019664,1.351252198,-1.163324237,0.727636099,0.642633796,0.334449202,0.0,0.587213933,-0.118447311,-1.081014395,1.107436061,0.870028138,0.153094679,0.826461136,2.548224449,0.465151072,0.005369073,1.15017128,0.0,0.662636399,0.829046845,0.988448381,0.782613993,0.759311497,0.591197073,0.608705342
1.0,1.388490081,-0.52794522,-1.412365794,0.572065413,-0.194847152,0.593523145,1.714062572,0.540122449,0.0,0.393952042,-0.110676326,-0.472918153,2.214872122,0.433960319,-0.097223721,-1.317141533,0.0,0.412575126,-0.561783552,0.728438139,3.101961374,1.322378755,0.949293971,1.099170685,0.601458251,0.337626219,0.615488648,0.740488231
1.0,0.885581017,-0.050700534,-0.287659079,0.475788921,1.727367163,0.881353021,-0.405029476,-0.577049196,0.0,0.437640548,-1.999026895,-1.518220425,0.0,1.275889039,-0.597860456,0.607340693,2.548224449,1.31853652,-1.322151303,1.241176844,3.101961374,0.985866427,1.11165297,0.989752769,0.819965005,0.718202412,0.71697706,0.73277086
1.0,0.728742182,-0.778255224,-0.164479882,1.105175972,0.947156966,0.920194447,-0.644665122,0.86498636,1.086538076,0.661496997,-0.146617144,-0.580557883,0.0,0.910596609,-0.380311072,-1.638887882,2.548224449,1.343364,0.92064178,-0.893120408,0.0,0.890850425,0.897626698,1.047638416,0.685524881,0.891844153,0.958644331,0.872740448
1.0,0.831410289,1.038196564,-1.129386544,1.057354689,0.310044259,1.323082924,-0.13370648,-1.460723519,0.0,1.179967642,-2.773211479,0.83325392,0.0,0.417803168,-2.038784027,0.768213868,0.0,0.989206672,0.246054977,-0.918091416,3.101961374,1.070621967,0.785432398,1.250825644,0.616478562,0.377598375,0.494875133,0.544574618
0.0,0.889607191,0.158702761,0.696212649,0.06422323,-0.145033732,0.507595599,-1.839872599,-0.849801898,0.0,1.029261112,0.058342692,-1.074356437,0.0,1.098862648,-0.608783484,0.212923899,2.548224449,1.818981767,-1.428752542,1.403766155,0.0,0.890662253,1.078206062,0.803840399,0.488178313,0.284604162,0.652995467,0.6043607
0.0,0.460084856,-1.08895123,0.922041237,0.360174954,0.202667326,0.801105082,0.233668819,0.623278677,2.173076153,0.605595827,-0.243754506,-0.634931266,1.107436061,0.63469553,1.754222155,-1.64831841,0.0,1.630827904,0.190255821,-1.504633427,0.0,1.082033038,1.004879117,0.999795794,0.647707701,0.962462306,0.890055478,0.770431161
1.0,0.483143985,-0.943829894,-0.783707857,1.220427394,-0.146232545,0.37522316,-1.664601922,1.241407275,0.0,0.44645378,-0.194214463,1.356458306,2.214872122,1.185268402,0.837601721,-1.051423311,0.0,0.800809562,-0.381060928,0.665733039,3.101961374,2.294204473,1.295721769,0.982755601,0.813499868,0.322348267,0.805208683,1.03674221
1.0,0.602282941,-0.833771467,-1.459529042,0.70216012,1.563873649,0.781867564,-0.341654748,0.924304545,0.0,1.034800887,1.151138067,-0.753109932,2.214872122,0.806277573,-0.69252634,1.636929393,0.0,1.73305881,-1.068140149,-0.278275043,0.0,0.905116796,0.567210078,0.990519166,2.204062939,0.774278998,1.346659422,1.146710277
1.0,1.009844184,0.748927832,-0.545114756,1.209599018,-1.389167309,1.11101234,0.113851003,0.630485594,0.0,0.420643598,-0.862519562,-0.666556537,2.214872122,0.553909719,-0.085390486,1.583674908,0.0,0.487787962,-1.347135901,-0.263292432,3.101961374,1.077729464,0.982874334,1.054460049,0.944779158,0.210745081,0.681153774,0.811532795
1.0,0.970314205,1.159942746,1.430294156,1.576340199,0.731931269,0.485518247,0.185147569,1.367804766,0.0,0.75328064,0.204048738,-1.068253398,1.107436061,0.664902389,-0.520489395,-1.162925005,0.0,2.414598942,0.38013953,-0.378714114,3.101961374,0.869798124,1.083437443,1.00776577,1.091959834,0.724538922,0.981442869,0.897773743
1.0,0.623878002,-0.180238381,-0.620023787,1.160939455,0.904382646,1.406537175,1.283312559,0.028434016,0.0,1.646691799,0.364325404,-1.381732225,0.0,1.820139527,0.17858164,1.19147706,1.274112225,1.703606606,0.017028598,-1.178900123,0.0,0.556114733,0.835814118,1.156315804,0.832428992,0.616321266,0.836591184,0.801183581
0.0,0.649316251,1.019691229,1.12733984,1.0901438,0.509175837,0.900132537,-0.237680614,-1.032745719,2.173076153,0.447083294,-0.104848087,0.745035946,0.0,0.427989215,0.495348215,-0.249273241,0.0,1.760320544,0.341829658,-1.354807258,1.550980687,1.000798702,1.276538491,0.989557505,0.942043543,0.581991911,0.967049837,0.932579398
0.0,0.857031643,-0.709103405,-1.512795687,1.599187255,1.162854195,0.774447441,1.229840159,-0.286554277,0.0,0.593383193,0.945206821,0.891510963,2.214872122,0.885482728,0.654641688,-1.211187124,2.548224449,0.807868302,0.160274193,-0.202807024,0.0,0.669992507,0.811199248,1.081806183,1.020884871,0.736700773,0.842072904,0.964352429
0.0,0.290618449,0.32622537,-1.037279487,1.551381469,0.204146981,1.089209795,-0.479296714,-1.177437782,2.173076153,0.299524426,-1.0208534,-1.700204611,0.0,1.135567665,-1.136727691,1.081639409,2.548224449,0.835129976,0.056171294,0.21181497,0.0,0.749557376,0.854412973,0.984897614,1.590043306,1.351762652,1.38381815,1.052646279
0.0,0.331246465,0.926190138,-1.220938563,0.531981826,-0.018813565,1.01720655,-1.068483472,-0.005485716,0.0,1.240149498,-0.576935649,1.491281986,2.214872122,0.866866946,-1.204086065,-1.621136546,0.0,0.763568223,-1.093124747,-0.798785329,3.101961374,1.690058947,0.979418397,0.995272398,0.863924503,0.838418365,0.89874357,0.776703656
0.0,0.619119823,-0.250364125,-0.679393947,0.387177944,-1.708167791,0.430279106,0.568366528,0.424812376,0.0,0.665651798,1.319185734,0.656817973,2.214872122,0.772558272,0.955023766,-0.559373021,2.548224449,1.147177935,0.94312799,1.520297647,0.0,0.931985855,0.699427903,0.989042878,0.583835542,0.688024998,0.566215336,0.536002696
0.0,0.79279536,0.877491713,1.084060669,0.532387316,0.307957411,0.70455116,0.162372276,-1.527802944,0.0,1.021329165,0.564428329,-0.310907841,2.214872122,0.938169181,0.324221432,0.367140353,2.548224449,0.438619703,1.836747289,-1.447477579,0.0,1.026738405,1.004205704,0.987452269,0.843146086,0.608246565,0.777927756,0.721592546
1.0,0.585263073,-0.377954066,0.978637099,2.021169662,-0.060665652,0.988808334,-2.256759644,1.180980325,0.0,1.121044755,-0.746926069,-0.828012049,2.214872122,1.285372615,-0.495912641,-1.606713414,2.548224449,0.508720934,-0.530969083,-0.347084165,0.0,1.454038501,1.391821384,1.213109732,1.025085568,0.836079717,1.103948116,1.135465503
0.0,0.578674793,1.131697536,1.288804531,0.381402135,-0.922956884,1.393162608,0.227727443,1.496419787,1.086538076,1.254124761,0.580941677,-0.07510519,2.214872122,1.249897003,-0.645193398,-0.648685455,0.0,1.16957128,-0.257803082,0.015931007,0.0,0.798314571,0.965811431,0.993438661,0.819191456,1.95550096,1.223758578,0.974936306
1.0,1.807397842,0.378819674,0.125815228,0.581900716,-0.746997833,1.174129725,0.652536035,1.457059264,2.173076153,0.74169749,-0.123304188,-1.389499784,2.214872122,0.436243415,0.976869643,0.271725833,0.0,0.694684029,1.020580649,-0.287708551,0.0,0.296916306,0.912090659,1.004896641,0.938303769,0.929562986,0.97366786,0.780354142
0.0,0.354122609,1.965414762,-0.469099283,1.735214114,-1.614477277,2.011785984,0.406959087,0.357178599,2.173076153,1.164103746,-0.167987362,-0.790283561,0.0,1.819437027,0.685590208,1.637484193,2.548224449,0.4765912,-0.656725347,-0.947501779,0.0,0.980916381,1.218949914,0.985175192,2.6567626,2.217107058,1.898633361,1.65832305
1.0,1.817280293,-0.85812062,-1.653730392,0.683681667,1.16310966,0.591507792,-0.354527771,0.684260011,0.0,1.290133119,0.09622626,-0.626053929,2.214872122,0.800833285,1.703248262,-0.007963487,0.0,0.373629987,0.903985381,1.144622207,3.101961374,1.831981421,0.986686528,0.986678481,1.254560471,0.704240739,0.880332232,1.034176946
0.0,0.416345686,1.147281051,0.803300917,1.416651726,-0.9647488,0.423774958,0.817904472,0.963110805,0.0,0.84191674,-0.013538959,0.42933777,2.214872122,1.105711937,1.11886847,-1.554568172,0.0,1.236995101,-0.590099514,-0.184494913,3.101961374,0.974455357,1.051810384,1.063762426,1.065909863,0.583804369,0.854532599,0.836761594
1.0,1.024301887,-0.556190312,-0.775384963,0.669494689,0.9693349,1.030856013,-0.730815113,-1.352065921,0.0,1.883390427,-0.688643634,0.131394148,0.0,1.491200805,-0.899152756,1.520989656,2.548224449,1.302228212,0.391799062,-1.099547744,0.0,0.998795271,0.98407644,1.147284746,0.688670337,0.850396156,0.666359246,0.639371693
1.0,0.368031293,0.829767227,-0.348138958,1.536483288,-1.154932499,0.511626303,0.046515368,0.62771374,2.173076153,1.048272491,1.075370908,1.111778378,2.214872122,0.646286488,0.616411269,0.269506902,0.0,1.164459825,0.346826613,-0.895340025,0.0,0.83924818,0.944836259,0.980926752,0.898852348,0.751332462,0.893443286,0.766037762
1.0,0.451849461,1.061571836,1.531833768,0.897736728,-0.385703057,1.033695817,0.252483189,-1.658081055,2.173076153,0.620452404,0.538201272,-1.336791039,0.0,1.461696506,0.709256649,0.761557102,0.0,1.642024636,1.56524694,-0.043547411,0.0,0.896278262,0.855581701,0.98773849,0.9182477,0.733939409,0.89062649,0.741061151
0.0,0.646022081,1.943013549,-0.15116322,0.916285634,-1.729313612,0.438615352,-0.981343269,0.371592373,2.173076153,1.010123849,-0.559450924,-0.352520078,0.0,1.267634869,1.409237862,1.588112712,2.548224449,0.367788196,-1.106449962,-0.514667571,0.0,0.787705183,0.92491287,1.053929329,1.570535183,1.732308865,1.166945219,0.956060171
1.0,0.816952586,-0.196795851,0.473158419,1.85808301,-0.182907313,0.901689827,0.12672399,0.053380907,1.086538076,1.119533896,-0.906231344,-1.497136831,0.0,1.281684637,-0.119979933,-1.535152435,0.0,1.290544748,-0.891581595,-0.074622877,1.550980687,0.897334158,0.988929331,0.984869421,0.54236573,0.737926245,0.907458425,0.855309248
1.0,0.432267487,1.093712807,0.631293893,0.986170769,-0.400320828,0.810632229,0.1831671,0.650997519,2.173076153,0.905246139,0.760645807,-0.098408036,2.214872122,1.176311731,-0.133633658,-1.444175959,0.0,1.695330858,-0.455182165,1.61962688,0.0,0.658048928,1.157766104,0.987370014,0.631463051,0.876571715,0.973977208,0.835686266
1.0,1.915922284,-0.350682944,0.270079166,0.49948135,0.899831593,0.958394706,-0.850632966,-1.706311822,1.086538076,0.950445473,-0.642017722,-0.877391875,2.214872122,0.577618599,-1.605505943,0.118064165,0.0,0.83926785,-1.178905606,1.20510757,0.0,0.651608467,0.873624027,0.983820438,1.026919603,0.965259194,0.970830262,0.816596985
0.0,0.305259168,1.943987608,-1.234810114,0.733406425,1.040181398,1.230651379,0.630751073,0.517947435,0.0,0.704430103,-1.308380008,-1.721288085,0.0,1.107643723,0.695602894,-0.056780081,0.0,1.319996953,0.684119999,-0.622878253,1.550980687,1.049029112,1.01651597,0.984012067,0.60880965,0.823833346,0.862173736,0.75054419
0.0,0.532556474,0.39148128,0.285615295,1.333146691,-1.055930614,0.449699819,-1.162555337,0.898803294,0.0,0.610883772,0.347812057,0.903717279,0.0,1.189132094,-1.180419803,1.675760865,2.548224449,1.942875862,-0.267796963,-0.345974356,3.101961374,0.938449025,0.947490871,1.091305137,0.794386327,1.270043731,0.900424063,0.872503877
0.0,0.893633425,0.843402803,1.359826803,0.742253959,0.415177852,0.849748552,1.210035563,-0.205060557,2.173076153,0.459295958,-0.456485331,0.558613122,0.0,0.508072555,-0.59968096,-1.421986461,0.0,1.586041093,0.544205725,-1.535708547,3.101961374,0.727329373,1.152735114,0.98657167,0.759683967,1.19813776,0.849812269,0.761990309
1.0,0.410123378,-1.789234757,-0.834755123,0.621403635,-0.44960919,0.618165553,-0.588221967,1.243070364,2.173076153,0.342583418,-0.406945288,-0.137246117,2.214872122,0.415871322,-1.289649606,1.380641699,0.0,0.461499929,-1.038991332,-1.47855258,0.0,0.991212189,0.896619439,0.985135913,0.505126357,0.644246161,0.584391654,0.587518096
0.0,1.036014438,-0.723712921,-1.328026891,0.460631281,-0.17470932,0.592881918,0.921878636,0.449759275,2.173076153,0.850981712,-1.494883776,1.420263767,0.0,1.152251601,0.006544635,1.10660243,2.548224449,1.665635109,0.469251662,-0.273280859,0.0,0.753796995,1.086331367,0.991496801,0.980526686,0.756667078,0.751774192,0.77438277
0.0,1.112146258,-0.894157469,0.17464304,0.397643805,-0.759296775,1.80704391,-1.156613946,1.482006192,1.086538076,1.306626439,-0.077649616,-0.340868682,2.214872122,0.910069764,-0.484989643,1.079975128,0.0,0.870910764,-0.647564352,-1.191108227,0.0,0.881236494,0.949149251,0.987089932,0.693865001,2.598506689,1.326823354,1.036638498
0.0,2.276084185,0.976836622,0.258981943,0.747598529,0.938287973,1.033237815,-0.822906494,-1.39475286,0.0,1.273639798,0.781044722,-0.425203353,2.214872122,1.334546566,-0.12180043,1.112704635,2.548224449,1.241619825,0.098645277,-1.341489315,0.0,0.856178284,1.121119261,1.03909874,1.028251529,1.519466877,1.174919486,1.276518345
1.0,0.520660877,-0.228936806,0.655152917,0.299544513,-1.574749947,0.912957549,-0.383244425,0.019009637,2.173076153,0.631909609,-1.006282806,1.17336452,1.107436061,0.929563761,-0.015301335,-1.263332129,0.0,0.683243871,-2.025053978,1.544158936,0.0,0.478937685,0.971955478,0.991232753,0.584337592,1.032037497,0.782431006,0.744021416
0.0,0.670911312,-0.39743343,-1.175994754,0.985675991,1.686074734,2.627203465,-0.873408258,0.51683867,2.173076153,3.421049833,0.405123085,-1.148703814,2.214872122,0.597815037,0.052057069,0.898576677,0.0,0.662067473,0.741584837,0.165757269,0.0,0.581609666,1.090972662,0.983969092,1.867703915,5.366044998,2.488381863,1.782212496
